40,63,1
36,69,0
24,82,1
40,61,1
33,78,0
39,65,1
29,69,0
12,43,1
31,86,1
26,87,1
41,60,1
25,80,1
37,67,0
25,86,1
38,66,0
31,87,1
29,80,1
33,79,0
35,77,0
26,60,1
39,64,1
33,78,0
34,75,0
20,37,1
42,18,1
35,66,0
29,76,0
33,77,0
32,83,1
35,73,0
40,60,1
31,77,0
29,80,1
40,61,1
37,70,0
37,68,0
36,68,0
31,74,0
32,84,1
28,88,1
38,66,0
31,85,1
33,80,1
33,79,0
37,89,1
30,92,1
32,85,1
25,89,1
24,87,1
36,71,0
32,81,1
35,74,0
41,59,1
26,84,1
32,67,0
32,86,1
32,82,1
38,64,0
32,84,1
40,61,1
34,75,0
32,84,1
33,79,0
21,97,1
36,72,0
31,87,1
41,59,1
34,67,0
30,90,1
39,62,1
32,84,1
44,16,1
33,81,1
36,74,0
35,72,0
28,78,0
30,91,1
34,84,1
28,64,0
34,77,0
37,69,0
32,85,1
41,60,1
37,67,0
24,78,0
41,60,1
40,61,1
31,69,0
32,83,1
32,82,1
33,80,1
37,66,0
32,85,1
33,81,1
27,74,0
12,21,1
26,60,1
36,70,0
32,84,1
24,73,0
10,48,1
34,76,0
33,80,1
39,63,1
24,82,1
34,89,1
27,73,0
34,76,0
14,57,1
31,87,1
30,88,1
32,85,1
35,72,0
31,89,1
28,74,0
30,91,1
37,68,0
36,70,0
38,64,0
32,83,1
32,81,1
39,63,1
36,69,0
33,84,1
27,71,0
37,68,0
33,79,0
32,75,0
31,86,1
32,83,1
33,79,0
26,87,1
32,72,0
32,82,1
34,80,1
37,69,0
34,75,0
23,85,1
26,61,0
39,64,1
33,80,1
30,87,1
36,63,0
30,77,0
28,84,1
34,77,0
35,73,0
31,85,1
36,71,0
10,42,1
34,74,0
36,70,0
32,82,1
40,62,1
35,74,0
17,17,1
29,85,1
38,65,0
24,72,0
17,50,1
30,92,1
35,72,0
37,74,0
24,71,0
36,83,1
32,86,1
32,84,1
27,84,1
33,81,1
33,81,1
26,89,1
19,94,1
40,62,1
33,80,1
32,85,1
38,67,0
32,83,1
32,86,1
26,60,1
26,62,0
26,60,1
26,61,0
26,78,0
26,90,1
26,94,1
26,97,1
27,99,1
27,99,1
27,99,1
27,92,1
27,91,1
27,76,0
27,63,0
27,70,0
27,87,1
27,96,1
28,99,1
28,100,1
28,100,1
28,98,1
28,85,1
28,62,0
28,91,1
29,100,1
31,100,1
30,100,1
29,100,1
27,100,1
27,96,1
27,74,0
27,86,1
27,66,0
27,64,0
27,62,0
27,62,0
27,61,0
27,63,0
27,61,0
27,61,0
26,62,0
26,61,0
40,38,1
41,43,1
43,36,1
44,59,1
45,66,1
45,72,1
46,75,1
47,81,1
49,86,1
50,90,1
48,75,1
38,53,1
24,70,0
52,87,1
17,54,1
30,47,1
48,53,1
28,62,0
32,99,1
20,96,1
20,79,1
33,60,1
45,55,1
49,84,1
33,57,1
12,86,1
31,92,1
11,63,1
33,65,0
53,64,1
39,99,1
47,99,1
11,99,1
30,84,1
42,80,1
21,68,0
31,54,1
53,84,1
34,40,1
36,64,0
51,46,1
37,48,1
25,63,0
24,40,1
53,83,1
12,47,1
46,63,1
16,50,1
30,90,1
18,56,1
48,47,1
27,74,0
13,74,1
34,72,0
23,98,1
18,44,1
35,81,1
11,78,1
29,97,1
37,80,1
16,67,1
53,46,1
17,48,1
44,47,1
23,51,1
26,73,0
45,72,1
49,87,1
13,94,1
11,62,1
15,63,1
51,76,1
13,74,1
38,83,1
27,79,0
35,61,0
53,66,1
43,74,1
19,40,1
33,64,0
22,63,0
22,76,0
26,63,0
37,62,0
39,65,0
30,77,0
21,77,0
20,62,1
37,73,0
35,70,0
29,68,0
20,60,1
34,63,0
20,63,1
35,79,0
39,61,0
34,67,0
24,66,0
20,63,1
36,61,0
24,67,0
37,78,0
23,66,0
22,65,0
40,69,1
27,68,0
22,69,0
40,64,1
35,68,0
36,78,0
27,64,0
29,72,0
